Number,Source file id,Category code,Category,Funtional Category,Demographic category,Situational category,Name,Source file category,Headquarters city,Registration date,registration office,Country,Address,Latitude,Longitude,Geolocation verification
107,PR-OGSIFLUC-2008012024-107,,,,,,Arrecife Condado Inc.,Ambiente,San Juan,2014-11-25,Departamento de Hacienda,Puerto Rico,Arrecife Condado Inc. San Juan Puerto Rico,18.3837988,-66.0080601,1
108,PR-OGSIFLUC-2008012024-108,,,,,,"ARS Vocalis, Inc.",Arte y Cultura,San Juan,1999-08-04,Departamento de Hacienda,Puerto Rico,"ARS Vocalis, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
109,PR-OGSIFLUC-2008012024-109,,,,,,"Arte Foundation Net, Inc.",Arte y Cultura,San Juan,2005-10-14,Departamento de Hacienda,Puerto Rico,"Arte Foundation Net, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
110,PR-OGSIFLUC-2008012024-110,,,,,,Artefacto Inc.,Arte y Cultura,San Juan,1998-03-27,Departamento de Hacienda,Puerto Rico,Artefacto Inc. San Juan Puerto Rico,18.382389,-66.063639,1
111,PR-OGSIFLUC-2008012024-111,,,,,,"Artificium, Corp.",Arte y Cultura,Carolina,2010-04-16,Departamento de Hacienda,Puerto Rico,"Artificium, Corp. Carolina Puerto Rico",18.3736316,-65.9630925,1
112,PR-OGSIFLUC-2008012024-112,,,,,,"Arts, Comité de Producciones, Inc.",Arte y Cultura,Trujillo Alto,2004-01-08,Departamento de Hacienda,Puerto Rico,"Arts, Comité de Producciones, Inc. Trujillo Alto Puerto Rico",18.3563169,-66.0033838,1
113,PR-OGSIFLUC-2008012024-113,,,,,,"Asesores Ambientalistas y Educativos, Inc.",Ambiente,San Juan,1995-12-26,Departamento de Hacienda,Puerto Rico,"Asesores Ambientalistas y Educativos, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
114,PR-OGSIFLUC-2008012024-114,,,,,,"Asesores Financieros Comunitarios, Inc.",Economía y Finanzas,San Juan,2007-08-10,Departamento de Hacienda,Puerto Rico,"Asesores Financieros Comunitarios, Inc. San Juan Puerto Rico",18.423041,-66.070232,1
115,PR-OGSIFLUC-2008012024-115,,,,,,Asian Community and Youth Association Corp.,Bienestar Social,Toa Alta,2011-07-08,,Puerto Rico,Asian Community and Youth Association Corp. Toa Alta Puerto Rico,18.3882823,-66.2482237,1
116,PR-OGSIFLUC-2008012024-116,,,,,,Asociación Apoyo Integral Inc.,Bienestar Social,Bayamón,2009-06-01,,Puerto Rico,Asociación Apoyo Integral Inc. Bayamón Puerto Rico,18.389396,-66.1653224,1
117,PR-OGSIFLUC-2008012024-117,,,,,,Asociación Benéfica de Ponce,Bienestar Social,Ponce,1939-07-19,,Puerto Rico,Asociación Benéfica de Ponce Ponce Puerto Rico,17.9922762,-66.6158874,1
118,PR-OGSIFLUC-2008012024-118,,,,,,"Asociación Cultural Hacienda Los Torres, Inc.",Arte y Cultura,Lares,2006-02-28,Departamento de Hacienda,Puerto Rico,"Asociación Cultural Hacienda Los Torres, Inc. Lares Puerto Rico",18.2969154,-66.8709533,1
119,PR-OGSIFLUC-2008012024-119,,,,,,"Asociación de Acordeonistas de Puerto Rico, Inc.",Arte y Cultura,San Juan,2008-03-13,Departamento de Hacienda,Puerto Rico,"Asociación de Acordeonistas de Puerto Rico, Inc. San Juan Puerto Rico",18.3990318,-66.0701143,1
120,PR-OGSIFLUC-2008012024-120,,,,,,"Asociación de Fomento Educativo, Inc.",Educación,San Juan,1978-01-12,Departamento de Hacienda,Puerto Rico,"Asociación de Fomento Educativo, Inc. San Juan Puerto Rico",18.4657887,-66.1034096,1
121,PR-OGSIFLUC-2008012024-121,,,,,,"Asociación de Instituciones Post Secundarias de Puerto Rico, Inc.",Educación,Caguas,2011-01-20,Departamento de Hacienda,Puerto Rico,"Asociación de Instituciones Post Secundarias de Puerto Rico, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
122,PR-OGSIFLUC-2008012024-122,,,,,,Asociación de Museos de P.R. Inc.,Arte y Cultura,San Juan,2002-05-07,Departamento de Hacienda,Puerto Rico,Asociación de Museos de P.R. Inc. San Juan Puerto Rico,18.4042174,-66.051328,1
123,PR-OGSIFLUC-2008012024-123,,,,,,"Asociación de Profesores de Educación Comercial de Puerto Rico, Inc.",Educación,Humacao,1978-02-02,Departamento de Hacienda,Puerto Rico,"Asociación de Profesores de Educación Comercial de Puerto Rico, Inc. Humacao Puerto Rico",18.1551337,-65.8203943,1
124,PR-OGSIFLUC-2008012024-124,,,,,,"Asociación Educativa Pro Desarrollo Humano de Culebra, Inc.",Educación,Culebra,1985-06-10,"Departamento de Hacienda, IRS",Puerto Rico,"Asociación Educativa Pro Desarrollo Humano de Culebra, Inc. Culebra Puerto Rico",18.3081082,-65.3037739,1
125,PR-OGSIFLUC-2008012024-125,,,,,,"Asociación Nacional de Derecho Ambiental (ANDA), Inc.",Ambiente,San Juan,2008-05-02,Departamento de Hacienda,Puerto Rico,"Asociación Nacional de Derecho Ambiental (ANDA), Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
126,PR-OGSIFLUC-2008012024-126,,,,,,"Asociación para la Educación Integral, Inc.",Educación,San Juan,2012-05-21,Departamento de Hacienda,Puerto Rico,"Asociación para la Educación Integral, Inc. San Juan Puerto Rico",18.4657887,-66.1034096,1
127,PR-OGSIFLUC-2008012024-127,,,,,,"Asociación Puertorriqueña de Educación, Consejería y Terapia Sexual (ASPECTS)",Educación,San Juan,1982-11-29,Departamento de Hacienda,Puerto Rico,"Asociación Puertorriqueña de Educación, Consejería y Terapia Sexual (ASPECTS) San Juan Puerto Rico",18.4655394,-66.1057355,1
128,PR-OGSIFLUC-2008012024-128,,,,,,"Asociación Puertorriqueña de Relaciones Internacionales, Inc.",Educación,San Juan,2015-07-23,Departamento de Hacienda,Puerto Rico,"Asociación Puertorriqueña de Relaciones Internacionales, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
129,PR-OGSIFLUC-2008012024-129,,,,,,"Asociación Puertorriqueña para la Educación de la Niñez en Edad Temprana, Inc.",Educación,San Juan,1993-05-18,Departamento de Hacienda,Puerto Rico,"Asociación Puertorriqueña para la Educación de la Niñez en Edad Temprana, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
130,PR-OGSIFLUC-2008012024-130,,,,,,"Asociación Recreativa Cívica y Cultural Sector La Línea, Inc.",Arte y Cultura,Vega Baja,2005-01-29,Departamento de Hacienda,Puerto Rico,"Asociación Recreativa Cívica y Cultural Sector La Línea, Inc. Vega Baja Puerto Rico",18.0217595,-66.5626337,1
131,PR-OGSIFLUC-2008012024-131,,,,,,"Asociación Suzuki de Violín de Puerto Rico, Inc.",Arte y Cultura,San Juan,1981-07-03,Departamento de Hacienda,Puerto Rico,"Asociación Suzuki de Violín de Puerto Rico, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
132,PR-OGSIFLUC-2008012024-132,,,,,,"Association for Cultural Interchange, Inc.",Arte y Cultura,San Juan,1969-07-23,Departamento de Hacienda,Puerto Rico,"Association for Cultural Interchange, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
133,PR-OGSIFLUC-2008012024-133,,,,,,Association of Governing Boards of Universities and Colleges Corporation,Educación,San Juan,2015-08-18,Departamento de Hacienda,Puerto Rico,Association of Governing Boards of Universities and Colleges Corporation San Juan Puerto Rico,18.4655394,-66.1057355,1
134,PR-OGSIFLUC-2008012024-134,,,,,,"Atenas College, Inc.",Educación,San Juan,1996-10-07,Departamento de Hacienda,Puerto Rico,"Atenas College, Inc. San Juan Puerto Rico",18.4296637,-66.4883687,1
135,PR-OGSIFLUC-2008012024-135,,,,,,"Ateneo Puertorriqueño, Inc.",Arte y Cultura,San Juan,2015-04-06,Departamento de Hacienda,Puerto Rico,"Ateneo Puertorriqueño, Inc. San Juan Puerto Rico",18.4662817,-66.1090259,1
136,PR-OGSIFLUC-2008012024-136,,,,,,Athena Inc.,Educación,San Juan,2005-01-24,Departamento de Hacienda,Puerto Rico,Athena Inc. San Juan Puerto Rico,18.4655394,-66.1057355,1
137,PR-OGSIFLUC-2008012024-137,,,,,,"Atlantic University College, Inc.",Educación,Guaynabo,1983-09-14,Departamento de Hacienda,Puerto Rico,"Atlantic University College, Inc. Guaynabo Puerto Rico",18.3576272,-66.1119293,1
138,PR-OGSIFLUC-2008012024-138,,,,,,Ayuda Legal Puerto Rico,Asuntos Legales,San Juan,2018-01-08,,Puerto Rico,Ayuda Legal Puerto Rico San Juan Puerto Rico,18.4173504,-66.0620808,1
139,PR-OGSIFLUC-2008012024-139,,,,,,"Ballet Concierto de Puerto Rico, Inc.",Arte y Cultura,San Juan,1979-04-04,Departamento de Hacienda,Puerto Rico,"Ballet Concierto de Puerto Rico, Inc. San Juan Puerto Rico",18.447154,-66.0676523,1
140,PR-OGSIFLUC-2008012024-140,,,,,,Ballet Folklórico,Arte y Cultura,Vega Alta,2004-02-04,Departamento de Hacienda,Puerto Rico,Ballet Folklórico Vega Alta Puerto Rico,18.4315524,-66.3365098,1
141,PR-OGSIFLUC-2008012024-141,,,,,,"Ballet Folklórico Bellos Atardeceres de Rincón, Puerto Rico Inc.",Arte y Cultura,Rincón,2000-02-09,Departamento de Hacienda,Puerto Rico,"Ballet Folklórico Bellos Atardeceres de Rincón, Puerto Rico Inc. Rincón Puerto Rico",18.3401514,-67.2499459,1
142,PR-OGSIFLUC-2008012024-142,,,,,,"Banco de Desarrollo Centro Oriental, Inc.",Economía y Finanzas,Caguas,2007-08-21,Departamento de Hacienda,Puerto Rico,"Banco de Desarrollo Centro Oriental, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
143,PR-OGSIFLUC-2008012024-143,,,,,,"Banda Alberto Meléndez Torres, Inc.",Arte y Cultura,Orocovis,1998-01-21,Departamento de Hacienda,Puerto Rico,"Banda Alberto Meléndez Torres, Inc. Orocovis Puerto Rico",18.2239945,-66.3924028,1
144,PR-OGSIFLUC-2008012024-144,,,,,,"Banda Ensueño Musical de Puerto Rico, Inc.",Arte y Cultura,Orocovis,2003-09-19,Departamento de Hacienda,Puerto Rico,"Banda Ensueño Musical de Puerto Rico, Inc. Orocovis Puerto Rico",18.2269224,-66.3911686,1
145,PR-OGSIFLUC-2008012024-145,,,,,,"Banda Escolar de Guayama, Inc.",Arte y Cultura,Guayama,1997-09-12,Departamento de Hacienda,Puerto Rico,"Banda Escolar de Guayama, Inc. Guayama Puerto Rico",17.9841328,-66.1137767,1
146,PR-OGSIFLUC-2008012024-146,,,,,,Barceloneta Wastewater Treatment Corporation,Ambiente,Barceloneta,1992-07-07,Departamento de Hacienda,Puerto Rico,Barceloneta Wastewater Treatment Corporation Barceloneta Puerto Rico,18.4505017,-66.5385055,1
147,PR-OGSIFLUC-2008012024-147,,,,,,"BASTAYAPR, Inc.",Bienestar Social,Guaynabo,2011-05-23,Departamento de Hacienda,Puerto Rico,"BASTAYAPR, Inc. Guaynabo Puerto Rico",18.3615548,-66.1110682,1
148,PR-OGSIFLUC-2008012024-148,,,,,,Basura Cero Puerto Rico Inc.,Ambiente,Arecibo,2012-11-03,"Departamento de Hacienda, IRS",Puerto Rico,Basura Cero Puerto Rico Inc. Arecibo Puerto Rico,18.444247,-66.6464068,1
149,PR-OGSIFLUC-2008012024-149,,,,,,"Batey Criollo, Inc.",Arte y Cultura,Arroyo,1989-08-29,Departamento de Hacienda,Puerto Rico,"Batey Criollo, Inc. Arroyo Puerto Rico",17.9925084,-66.0545823,1
150,PR-OGSIFLUC-2008012024-150,,,,,,"Bayamón Christian Academy, Inc.",Educación,Bayamón,2002-03-04,Departamento de Hacienda,Puerto Rico,"Bayamón Christian Academy, Inc. Bayamón Puerto Rico",18.3885506,-66.1729288,1
151,PR-OGSIFLUC-2008012024-151,,,,,,Bellas Artes de Caguas Corp. (COBAC),Arte y Cultura,Caguas,2003-11-12,Departamento de Hacienda,Puerto Rico,Bellas Artes de Caguas Corp. (COBAC) Caguas Puerto Rico,18.2358571,-66.0367961,1
152,PR-OGSIFLUC-2008012024-152,,,,,,"Beta-Local, Inc.",Arte y Cultura,San Juan,2009-10-07,Departamento de Hacienda,Puerto Rico,"Beta-Local, Inc. San Juan Puerto Rico",38.946519,-77.344159,0
153,PR-OGSIFLUC-2008012024-153,,,,,,"Bethlehem en Acción Preventiva y Educación a la Familia, Inc.",Educación,Gurabo,2007-02-09,Departamento de Hacienda,Puerto Rico,"Bethlehem en Acción Preventiva y Educación a la Familia, Inc. Gurabo Puerto Rico",18.2543987,-65.9729421,1
154,PR-OGSIFLUC-2008012024-154,,,,,,"Boundless Theatre Company, Inc.",Arte y Cultura,San Juan,2019-01-24,Departamento de Hacienda,Puerto Rico,"Boundless Theatre Company, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
155,PR-OGSIFLUC-2008012024-155,,,,,,"Broadway Illusions, Inc.",Arte y Cultura,Caguas,2011-10-20,Departamento de Hacienda,Puerto Rico,"Broadway Illusions, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
156,PR-OGSIFLUC-2008012024-156,,,,,,"C.E.A.L. de Puerto Rico, Inc.",Economía y Finanzas,San Juan,2014-06-11,Departamento de Hacienda,Puerto Rico,"C.E.A.L. de Puerto Rico, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
157,PR-OGSIFLUC-2008012024-157,,,,,,"Cafi Cultura Puertorriqueña, Inc.",Educación,Sabana Grande,2008-10-28,Departamento de Hacienda,Puerto Rico,"Cafi Cultura Puertorriqueña, Inc. Sabana Grande Puerto Rico",18.0777392,-66.9604549,1
158,PR-OGSIFLUC-2008012024-158,,,,,,Cambio PR Inc.,Bienestar Social,San Juan,2015-05-06,Departamento de Hacienda,Puerto Rico,Cambio PR Inc. San Juan Puerto Rico,18.4066176,-66.0561303,1
159,PR-OGSIFLUC-2008012024-159,,,,,,"Cambridge College, Inc.",Educación,San Juan,2019-01-24,Departamento de Hacienda,Puerto Rico,"Cambridge College, Inc. San Juan Puerto Rico",18.4038707,-66.1062008,1
160,PR-OGSIFLUC-2008012024-160,,,,,,"Camerata Filarmónica, Inc.",Arte y Cultura,San Juan,2003-06-30,Departamento de Hacienda,Puerto Rico,"Camerata Filarmónica, Inc. San Juan Puerto Rico",18.4655394,-66.1057355,1
161,PR-OGSIFLUC-2008012024-161,,,,,,"Capítulo Rosacruz de Ponce, Inc.",Educación,Ponce,1956-11-05,Departamento de Hacienda,Puerto Rico,"Capítulo Rosacruz de Ponce, Inc. Ponce Puerto Rico",17.990202,-66.6459509,1
162,PR-OGSIFLUC-2008012024-162,,,,,,"Caras de la Montaña, Inc.",Ambiente,Aibonito,2013-06-03,Departamento de Hacienda,Puerto Rico,"Caras de la Montaña, Inc. Aibonito Puerto Rico",46.8796822,-110.3625658,0
163,PR-OGSIFLUC-2008012024-163,,,,,,Caras of the Americas,Educación,San Juan,2007-10-31,Departamento de Hacienda,Puerto Rico,Caras of the Americas San Juan Puerto Rico,18.4212162,-66.0663606,1
164,PR-OGSIFLUC-2008012024-164,,,,,,"Caribbean Consolidated Schools, Inc.",Educación,San Juan,1964-05-18,Departamento de Hacienda,Puerto Rico,"Caribbean Consolidated Schools, Inc. San Juan Puerto Rico",18.37138,-66.09286,1
165,PR-OGSIFLUC-2008012024-165,,,,,,Caribbean School Inc.,Educación,Ponce,1911-03-09,Departamento de Hacienda,Puerto Rico,Caribbean School Inc. Ponce Puerto Rico,18.0308149,-66.604497,1
166,PR-OGSIFLUC-2008012024-166,,,,,,Caribbean Thoroughbred Aftercare Inc.,Ambiente,Río Grande,2016-11-21,Departamento de Hacienda,Puerto Rico,Caribbean Thoroughbred Aftercare Inc. Río Grande Puerto Rico,18.3786196,-65.8393338,1
167,PR-OGSIFLUC-2008012024-167,,,,,,"Caribbean University, Inc.",Educación,Bayamón,1972-08-09,Departamento de Hacienda,Puerto Rico,"Caribbean University, Inc. Bayamón Puerto Rico",18.3831199,-66.1679291,1
168,PR-OGSIFLUC-2008012024-168,,,,,,"Carlos Beltrán Baseball Academy, Inc.",Educación,Florida,2007-09-11,Departamento de Hacienda,Puerto Rico,"Carlos Beltrán Baseball Academy, Inc. Florida Puerto Rico",18.3662091,-66.5517522,1
169,PR-OGSIFLUC-2008012024-169,,,,,,Carnaval Vegalteño Inc.,Arte y Cultura,Vega Alta,2019-01-24,Departamento de Hacienda,Puerto Rico,Carnaval Vegalteño Inc. Vega Alta Puerto Rico,18.4315524,-66.3365098,1
170,PR-OGSIFLUC-2008012024-170,,,,,,"Carro-Mato, Inc.",Arte y Cultura,Río Grande,2007-05-29,Departamento de Hacienda,Puerto Rico,"Carro-Mato, Inc. Río Grande Puerto Rico",18.3775593,-65.7954689,1
171,PR-OGSIFLUC-2008012024-171,,,,,,Carvin School Inc.,Educación,Carolina,1975-09-19,Departamento de Hacienda,Puerto Rico,Carvin School Inc. Carolina Puerto Rico,18.375763,-65.9777736,1
172,PR-OGSIFLUC-2008012024-172,,,,,,"Casa Aboy, Inc.",Arte y Cultura,San Juan,1978-03-02,Departamento de Hacienda,Puerto Rico,"Casa Aboy, Inc. San Juan Puerto Rico",18.4543749,-66.0806935,1
173,PR-OGSIFLUC-2008012024-173,,,,,,Casa Arjé Inc.,Bienestar Social,Moca,2017-01-30,Departamento de Hacienda,Puerto Rico,Casa Arjé Inc. Moca Puerto Rico,18.3946688,-67.1132356,1
174,PR-OGSIFLUC-2008012024-174,,,,,,"Casa Candina, Inc.",Arte y Cultura,San Juan,1984-10-29,Departamento de Hacienda,Puerto Rico,"Casa Candina, Inc. San Juan Puerto Rico",18.4561871,-66.0680961,1
175,PR-OGSIFLUC-2008012024-175,,,,,,"Casa Cruz de la Luna, Inc.",Arte y Cultura,San German,1997-03-17,Departamento de Hacienda,Puerto Rico,"Casa Cruz de la Luna, Inc. San German Puerto Rico",18.0814599,-67.0436587,1
176,PR-OGSIFLUC-2008012024-176,,,,,,Casa Cultural Afro - Caribeña Centro Yuiza Inc.,Arte y Cultura,San Juan,2013-09-06,Departamento de Hacienda,Puerto Rico,Casa Cultural Afro - Caribeña Centro Yuiza Inc. San Juan Puerto Rico,18.432608,-65.8725398,1
177,PR-OGSIFLUC-2008012024-177,,,,,,"Casa de Publicaciones Luz de la Aurora, Incorporado",Arte y Cultura,Trujillo Alto,1976-04-30,Departamento de Hacienda,Puerto Rico,"Casa de Publicaciones Luz de la Aurora, Incorporado Trujillo Alto Puerto Rico",18.3563169,-66.0033838,1
178,PR-OGSIFLUC-2008012024-178,,,,,,"Casa Juan Pablo II, Inc.",Bienestar Social,San German,2010-04-16,Departamento de Hacienda,Puerto Rico,"Casa Juan Pablo II, Inc. San German Puerto Rico",18.160097,-67.0861719,1
179,PR-OGSIFLUC-2008012024-179,,,,,,Casa Luz y Vida Inc.,Bienestar Social,Vega Baja,2002-10-28,Departamento de Hacienda,Puerto Rico,Casa Luz y Vida Inc. Vega Baja Puerto Rico,18.3560908,-66.1025545,1
180,PR-OGSIFLUC-2008012024-180,,,,,,"Casa Manresa, Inc.",Bienestar Social,Aibonito,1959-05-13,Departamento de Hacienda,Puerto Rico,"Casa Manresa, Inc. Aibonito Puerto Rico",18.129144,-66.261799,1
181,PR-OGSIFLUC-2008012024-181,,,,,,"Casa Montessori del Centro, Incorporado",Educación,Aibonito,1986-11-05,Departamento de Hacienda,Puerto Rico,"Casa Montessori del Centro, Incorporado Aibonito Puerto Rico",18.131712,-66.2681751,1
182,PR-OGSIFLUC-2008012024-182,,,,,,"Casa Pepiniana de la Cultura, Inc.",Arte y Cultura,San Sebastian,1985-06-12,Departamento de Hacienda,Puerto Rico,"Casa Pepiniana de la Cultura, Inc. San Sebastian Puerto Rico",18.3479624,-67.0010513,1
183,PR-OGSIFLUC-2008012024-183,,,,,,Casa Productora Incorporado,Arte y Cultura,San Juan,2012-01-12,Departamento de Hacienda,Puerto Rico,Casa Productora Incorporado San Juan Puerto Rico,18.4655394,-66.1057355,1
184,PR-OGSIFLUC-2008012024-184,,,,,,"Casa Pueblo de Adjuntas, Inc.",Bienestar Social,Adjuntas,2007-03-15,Departamento de Hacienda,Puerto Rico,"Casa Pueblo de Adjuntas, Inc. Adjuntas Puerto Rico",18.1613039,-66.7220266,1
185,PR-OGSIFLUC-2008012024-185,,,,,,"Casa Rosa, Inc.",Bienestar Social,San Juan,1990-11-20,Departamento de Hacienda,Puerto Rico,"Casa Rosa, Inc. San Juan Puerto Rico",18.4495873,-66.0770185,1
186,PR-OGSIFLUC-2008012024-186,,,,,,Casa San Clemente Inc.,Bienestar Social,San Juan,2003-03-21,Departamento de Hacienda,Puerto Rico,Casa San Clemente Inc. San Juan Puerto Rico,18.4032474,-66.0552316,1
187,PR-OGSIFLUC-2008012024-187,,,,,,"Castillo de Angeles, Inc.",Educación,Canóvanas,2002-03-08,Departamento de Hacienda,Puerto Rico,"Castillo de Angeles, Inc. Canóvanas Puerto Rico",18.3932652,-65.8854401,1
188,PR-OGSIFLUC-2008012024-188,,,,,,"Center for Occupational Research and Development, Inc.",Educación,Caguas,2003-04-25,Departamento de Hacienda,Puerto Rico,"Center for Occupational Research and Development, Inc. Caguas Puerto Rico",18.2387995,-66.035249,1
189,PR-OGSIFLUC-2008012024-189,,,,,,Center for the New Economy,Economía y Finanzas,San Juan,1998-11-16,Departamento de Hacienda,Puerto Rico,Center for the New Economy San Juan Puerto Rico,18.4655394,-66.1057355,1
190,PR-OGSIFLUC-2008012024-190,,,,,,"Centro Católico de Ayuda al Envejeciente, Inc.",Bienestar Social,Yauco,2006-01-23,,Puerto Rico,"Centro Católico de Ayuda al Envejeciente, Inc. Yauco Puerto Rico",18.034964,-66.8498983,1
191,PR-OGSIFLUC-2008012024-191,,,,,,Centro Coameño para la Vejez Inc.,Bienestar Social,Coamo,1973-09-26,,Puerto Rico,Centro Coameño para la Vejez Inc. Coamo Puerto Rico,18.0826591,-66.3565538,1
192,PR-OGSIFLUC-2008012024-192,,,,,,"Centro Comunitario Emaus, Inc.",Bienestar Social,Manatí,2008-03-25,Departamento de Hacienda,Puerto Rico,"Centro Comunitario Emaus, Inc. Manatí Puerto Rico",18.4275478,-66.4915843,1
193,PR-OGSIFLUC-2008012024-193,,,,,,"Centro Criollo de Ciencias y Tecnología, Inc.",Educación,Caguas,2007-06-22,Departamento de Hacienda,Puerto Rico,"Centro Criollo de Ciencias y Tecnología, Inc. Caguas Puerto Rico",18.2290533,-66.035852,1
194,PR-OGSIFLUC-2008012024-194,,,,,,"Centro Cristiano De Actividades Múltiples Para Envejecientes: Shalom, Inc.",Bienestar Social,Bayamón,1991-05-31,,Puerto Rico,"Centro Cristiano De Actividades Múltiples Para Envejecientes: Shalom, Inc. Bayamón Puerto Rico",18.389396,-66.1653224,1
195,PR-OGSIFLUC-2008012024-195,,,,,,"Centro Cultural Carmen Solá de Pereira de Ponce, Inc.",Arte y Cultura,Ponce,2001-11-15,Departamento de Hacienda,Puerto Rico,"Centro Cultural Carmen Solá de Pereira de Ponce, Inc. Ponce Puerto Rico",18.011912,-66.6125177,1
196,PR-OGSIFLUC-2008012024-196,,,,,,"Centro Cultural Cirilo W. Meijers, Incorporado",Arte y Cultura,Ponce,1982-04-05,Departamento de Hacienda,Puerto Rico,"Centro Cultural Cirilo W. Meijers, Incorporado Ponce Puerto Rico",18.0110768,-66.6140616,1
197,PR-OGSIFLUC-2008012024-197,,,,,,"Centro Cultural de Arroyo, Inc.",Arte y Cultura,Arroyo,2001-03-28,Departamento de Hacienda,Puerto Rico,"Centro Cultural de Arroyo, Inc. Arroyo Puerto Rico",17.9658005,-66.0612756,1
